Opportunity ID,"Technology
Primary",Country,B2B Sales Medium,Sales Velocity,Opportunity Status,Sales Stage Iterations,Opportunity Size (USD),Client Revenue Sizing,Client Employee Sizing,Business from Client Last Year,Compete Intel,Opportunity Sizing
N00061513,ERP Implementation,Netherlands,Marketing,55,Lost,2,10000,100K or less,1K or less,0 (No business),,10K to 20K
N00016219,ERP Implementation,Germany,Marketing,79,Lost,2,8139,More than 1M,1K or less,0 (No business),Unknown,10K or less
N00006328,Technical Business Solutions,France,Enterprise Sellers,90,Lost,4,34988,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00067353,ERP Implementation,Italy,Marketing,16,Lost,2,108527,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00008575,ERP Implementation,France,Marketing,77,Lost,2,36000,100K to 250K,More than 25K,0 (No business),Known,30K to 40K
N00029548,Technical Business Solutions,Spain,Marketing,16,Lost,2,36223,100K or less,1K or less,"25,000 - 50,000",Unknown,30K to 40K
N00044636,ERP Implementation,Germany,Marketing,5,Lost,2,33152,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00034926,ERP Implementation,France,Marketing,25,Lost,2,30801,100K or less,1K or less,0 (No business),,30K to 40K
N00019126,Technical Business Solutions,Spain,Enterprise Sellers,63,Lost,2,27772,More than 1M,More than 25K,"More than 100,000",Unknown,20K to 30K
N00060092,ERP Implementation,Italy,Enterprise Sellers,64,Won,3,14500,100K or less,1K or less,0 (No business),Known,10K to 20K
N00007131,ERP Implementation,Spain,Enterprise Sellers,90,Won,2,3400,100K or less,1K or less,0 (No business),Unknown,10K or less
N00019749,ERP Implementation,Spain,Marketing,66,Lost,4,1,100K or less,More than 25K,0 (No business),,10K or less
N00050314,Technical Business Solutions,Italy,Enterprise Sellers,53,Lost,2,32328,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00010313,ERP Implementation,France,Marketing,78,Lost,3,54621,More than 1M,1K or less,0 (No business),Known,50K to 60K
N00072017,ERP Implementation,United Kingdom,Enterprise Sellers,25,Lost,2,10034,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00054387,ERP Implementation,United Kingdom,Enterprise Sellers,56,Lost,8,30554,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00028642,ERP Implementation,France,Partners,47,Won,2,8000,100K or less,1K or less,"0 - 25,000",Unknown,10K or less
N00012102,ERP Implementation,Spain,Marketing,73,Lost,2,34302,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00017218,ERP Implementation,Germany,Marketing,59,Lost,4,42961,100K or less,5K to 15K,0 (No business),Known,40K to 50K
N00043039,Technical Business Solutions,Spain,Marketing,11,Won,2,2767,100K or less,1K or less,0 (No business),Unknown,10K or less
N00073450,ERP Implementation,Netherlands,Marketing,25,Lost,2,41782,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00072051,Technical Business Solutions,Italy,Marketing,26,Lost,3,0,100K or less,1K or less,0 (No business),Unknown,10K or less
N00026569,ERP Implementation,Spain,Enterprise Sellers,56,Won,1,486,100K or less,1K or less,"0 - 25,000",Unknown,10K or less
N00005621,ERP Implementation,Spain,Enterprise Sellers,87,Lost,2,15000,More than 1M,1K or less,0 (No business),Unknown,10K to 20K
N00052716,ERP Implementation,Italy,Enterprise Sellers,49,Lost,4,14523,250K to 500K,1K to 5K,0 (No business),Known,10K to 20K
N00064790,ERP Implementation,United Kingdom,Enterprise Sellers,35,Lost,3,12000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00002359,ERP Implementation,France,Marketing,49,Lost,3,45979,More than 1M,1K or less,0 (No business),Unknown,40K to 50K
N00004462,ERP Implementation,Spain,Enterprise Sellers,24,Won,2,8000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00030832,Technical Business Solutions,Germany,Enterprise Sellers,9,Lost,4,1315,100K or less,1K or less,0 (No business),Unknown,10K or less
N00037868,ERP Implementation,Spain,Marketing,11,Lost,3,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00070275,ERP Implementation,United Kingdom,Marketing,36,Won,2,8000,100K or less,1K or less,0 (No business),,10K or less
N00054200,Technical Business Solutions,United Kingdom,Marketing,21,Lost,3,41836,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00007989,ERP Implementation,France,Marketing,65,Lost,3,40008,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00032027,Technical Business Solutions,France,Enterprise Sellers,26,Lost,2,21380,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00031889,ERP Implementation,Germany,Enterprise Sellers,8,Lost,3,13157,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00039619,ERP Implementation,Germany,Marketing,24,Lost,2,11627,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00046310,ERP Implementation,Netherlands,Enterprise Sellers,41,Won,4,49021,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00055723,ERP Implementation,Sweden,Marketing,66,Lost,2,35375,100K or less,1K or less,"0 - 25,000",Unknown,30K to 40K
N00007124,ERP Implementation,France,Enterprise Sellers,23,Won,2,45118,250K to 500K,15K to 25K,0 (No business),Unknown,40K to 50K
N00032652,ERP Implementation,Germany,Partners,37,Lost,3,48174,100K or less,1K or less,0 (No business),Known,40K to 50K
N00018497,Technical Business Solutions,Spain,Marketing,74,Lost,1,46958,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00011295,ERP Implementation,Spain,Enterprise Sellers,79,Lost,4,51590,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00024082,ERP Implementation,France,Marketing,45,Lost,2,33025,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00068544,Technical Business Solutions,United Kingdom,Marketing,16,Lost,3,35608,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00026447,ERP Implementation,France,Enterprise Sellers,38,Lost,2,1550,100K or less,1K or less,0 (No business),Unknown,10K or less
N00063905,ERP Implementation,Netherlands,Enterprise Sellers,28,Lost,3,25000,100K or less,1K or less,0 (No business),Known,20K to 30K
N00052215,ERP Implementation,Sweden,Enterprise Sellers,92,Won,2,17000,500K to 1M,1K or less,0 (No business),Unknown,10K to 20K
N00058422,Technical Business Solutions,Sweden,Marketing,71,Won,2,28409,250K to 500K,15K to 25K,0 (No business),Known,20K to 30K
N00018697,Technical Business Solutions,Spain,Enterprise Sellers,69,Won,3,26574,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00057128,Analytics,Netherlands,Marketing,49,Lost,2,15000,100K to 250K,15K to 25K,0 (No business),Unknown,10K to 20K
N00020937,Technical Business Solutions,Spain,Marketing,63,Lost,2,40964,100K to 250K,15K to 25K,0 (No business),Unknown,40K to 50K
N00003362,Technical Business Solutions,Germany,Marketing,90,Lost,3,39891,100K or less,15K to 25K,0 (No business),Unknown,30K to 40K
N00033561,ERP Implementation,France,Enterprise Sellers,41,Lost,2,7750,100K or less,1K or less,0 (No business),Unknown,10K or less
N00039257,ERP Implementation,France,Marketing,24,Lost,2,146082,100K or less,1K or less,0 (No business),Unknown,More than 60K
N00062309,ERP Implementation,United Kingdom,Enterprise Sellers,59,Lost,3,21597,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00045664,ERP Implementation,Germany,Enterprise Sellers,0,Won,1,5134,100K or less,1K or less,0 (No business),Unknown,10K or less
N00017766,ERP Implementation,Germany,Enterprise Sellers,55,Won,4,36470,500K to 1M,15K to 25K,"0 - 25,000",Known,30K to 40K
N00018770,Technical Business Solutions,France,Enterprise Sellers,73,Won,1,52872,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00074893,ERP Implementation,Sweden,Marketing,17,Lost,2,40836,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00053525,Technical Business Solutions,Netherlands,Enterprise Sellers,77,Lost,4,36496,100K to 250K,5K to 15K,0 (No business),Unknown,30K to 40K
N00067642,ERP Implementation,Italy,Tele Sales,26,Lost,5,29326,100K or less,1K or less,0 (No business),,20K to 30K
N00003695,Technical Business Solutions,Spain,Enterprise Sellers,88,Lost,3,45293,More than 1M,More than 25K,0 (No business),Unknown,40K to 50K
N00022359,ERP Implementation,Germany,Marketing,58,Lost,3,1,500K to 1M,1K or less,0 (No business),,10K or less
N00076354,ERP Implementation,Sweden,Marketing,10,Lost,2,47087,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00054873,ERP Implementation,United Kingdom,Marketing,83,Lost,2,33324,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00039205,Technical Business Solutions,Spain,Marketing,9,Lost,2,45777,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00068827,ERP Implementation,Italy,Marketing,9,Lost,2,46861,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00038411,Technical Business Solutions,France,Enterprise Sellers,27,Won,2,49159,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00013895,ERP Implementation,France,Tele Sales,70,Lost,3,1,100K or less,1K or less,0 (No business),,10K or less
N00059320,ERP Implementation,Italy,Marketing,68,Lost,3,43266,100K or less,5K to 15K,0 (No business),Known,40K to 50K
N00071700,ERP Implementation,Netherlands,Enterprise Sellers,16,Lost,3,25900,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00004782,Technical Business Solutions,Spain,Marketing,83,Lost,2,38607,100K to 250K,5K to 15K,0 (No business),Unknown,30K to 40K
N00024141,ERP Implementation,Germany,Marketing,23,Lost,3,39603,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00073983,ERP Implementation,Italy,Enterprise Sellers,4,Lost,2,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00061451,Technical Business Solutions,Netherlands,Enterprise Sellers,44,Lost,3,33273,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00066298,ERP Implementation,Italy,Enterprise Sellers,30,Lost,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00066793,ERP Implementation,United Kingdom,Enterprise Sellers,26,Lost,3,22837,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00000619,ERP Implementation,France,Enterprise Sellers,44,Lost,5,34814,100K or less,1K to 5K,0 (No business),Unknown,30K to 40K
N00070842,ERP Implementation,Italy,Marketing,36,Lost,1,52626,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00007662,Technical Business Solutions,Spain,Marketing,85,Lost,2,35928,500K to 1M,15K to 25K,0 (No business),Unknown,30K to 40K
N00007197,ERP Implementation,France,Marketing,81,Lost,2,33917,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00070659,ERP Implementation,Sweden,Tele Sales,24,Lost,7,31586,100K or less,1K or less,0 (No business),Known,30K to 40K
N00014269,Technical Business Solutions,Spain,Marketing,68,Lost,2,24469,250K to 500K,5K to 15K,0 (No business),Unknown,20K to 30K
N00025162,Technical Business Solutions,Germany,Marketing,11,Lost,2,34144,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00064816,Technical Business Solutions,Sweden,Marketing,51,Lost,1,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00057479,Technical Business Solutions,Netherlands,Marketing,71,Lost,2,46275,100K or less,15K to 25K,0 (No business),Unknown,40K to 50K
N00029246,ERP Implementation,Spain,Enterprise Sellers,49,Won,1,52178,100K or less,1K or less,"50,000 - 100,000",Unknown,50K to 60K
N00052576,Technical Business Solutions,Italy,Marketing,75,Lost,2,30631,100K to 250K,1K or less,0 (No business),Unknown,30K to 40K
N00048609,Technical Business Solutions,Sweden,Enterprise Sellers,64,Lost,5,10000,100K to 250K,5K to 15K,0 (No business),Unknown,10K to 20K
N00055035,Technical Business Solutions,Netherlands,Marketing,81,Lost,3,36268,250K to 500K,1K or less,0 (No business),Unknown,30K to 40K
N00064251,ERP Implementation,United Kingdom,Enterprise Sellers,16,Lost,3,5000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00063312,ERP Implementation,United Kingdom,Marketing,54,Lost,2,40012,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00057569,ERP Implementation,Italy,Enterprise Sellers,76,Lost,1,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00048233,Technical Business Solutions,Sweden,Marketing,76,Lost,7,27410,100K or less,1K or less,0 (No business),,20K to 30K
N00064913,Technical Business Solutions,United Kingdom,Marketing,48,Lost,2,54443,100K or less,1K or less,0 (No business),Known,50K to 60K
N00045700,Technical Business Solutions,Spain,Enterprise Sellers,0,Won,1,37173,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00037030,Technical Business Solutions,Spain,Enterprise Sellers,16,Lost,3,40289,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00021448,ERP Implementation,Spain,Enterprise Sellers,46,Lost,3,14050,100K to 250K,5K to 15K,0 (No business),Unknown,10K to 20K
N00069184,Technical Business Solutions,Italy,Tele Sales,39,Lost,2,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00037503,Technical Business Solutions,Germany,Enterprise Sellers,17,Lost,3,48753,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00075518,Technical Business Solutions,United Kingdom,Marketing,19,Won,2,12938,100K or less,1K or less,"25,000 - 50,000",Unknown,10K to 20K
N00042137,ERP Implementation,Spain,Marketing,4,Lost,3,26380,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00041831,Technical Business Solutions,Germany,Marketing,7,Lost,2,57398,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00062281,ERP Implementation,Sweden,Marketing,47,Lost,3,41011,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00000965,Technical Business Solutions,Spain,Enterprise Sellers,45,Won,3,48487,500K to 1M,More than 25K,"More than 100,000",Unknown,40K to 50K
N00012929,Technical Business Solutions,Spain,Marketing,44,Lost,3,44108,More than 1M,1K or less,0 (No business),Known,40K to 50K
N00000508,Technical Business Solutions,Spain,Enterprise Sellers,24,Won,6,48588,500K to 1M,5K to 15K,0 (No business),Known,40K to 50K
N00034323,Technical Business Solutions,Spain,Marketing,16,Lost,3,42299,100K or less,1K or less,0 (No business),Known,40K to 50K
N00018788,Technical Business Solutions,France,Enterprise Sellers,73,Won,1,30585,More than 1M,15K to 25K,0 (No business),Unknown,30K to 40K
N00008812,Technical Business Solutions,France,Enterprise Sellers,74,Lost,2,15501,More than 1M,1K or less,0 (No business),Known,10K to 20K
N00039730,Technical Business Solutions,Germany,Enterprise Sellers,0,Lost,4,25619,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00036105,ERP Implementation,Spain,Enterprise Sellers,17,Lost,6,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00014095,ERP Implementation,Spain,Enterprise Sellers,62,Lost,3,7000,100K to 250K,15K to 25K,0 (No business),Unknown,10K or less
N00023746,ERP Implementation,France,Online Leads,62,Lost,1,52122,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00000600,ERP Implementation,Spain,Marketing,27,Won,2,100,100K or less,1K or less,"More than 100,000",Unknown,10K or less
N00014704,ERP Implementation,France,Enterprise Sellers,44,Lost,2,38953,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00038673,Technical Business Solutions,Spain,Marketing,7,Lost,2,43257,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00071242,Technical Business Solutions,United Kingdom,Enterprise Sellers,16,Lost,3,22213,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00073402,Technical Business Solutions,Italy,Marketing,24,Lost,2,45756,100K or less,1K or less,0 (No business),,40K to 50K
N00057436,Technical Business Solutions,Sweden,Marketing,37,Lost,4,32892,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00009709,ERP Implementation,Spain,Marketing,88,Won,2,800,250K to 500K,15K to 25K,0 (No business),Unknown,10K or less
N00017432,ERP Implementation,Spain,Marketing,58,Lost,2,10000,250K to 500K,15K to 25K,0 (No business),Unknown,10K to 20K
N00039431,ERP Implementation,France,Marketing,7,Lost,2,49499,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00050209,ERP Implementation,Italy,Marketing,89,Lost,2,14377,100K to 250K,1K or less,0 (No business),Known,10K to 20K
N00077104,ERP Implementation,Italy,Enterprise Sellers,2,Lost,2,48472,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00004960,ERP Implementation,Spain,Marketing,88,Lost,2,45083,100K or less,1K to 5K,0 (No business),,40K to 50K
N00036370,ERP Implementation,Spain,Enterprise Sellers,28,Lost,3,32356,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00004004,Technical Business Solutions,Spain,Marketing,84,Lost,5,46820,More than 1M,More than 25K,0 (No business),Known,40K to 50K
N00057223,ERP Implementation,Sweden,Marketing,76,Lost,2,39097,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00046689,ERP Implementation,United Kingdom,Marketing,49,Lost,4,33807,250K to 500K,1K or less,0 (No business),Known,30K to 40K
N00054652,ERP Implementation,Italy,Marketing,16,Lost,2,53512,100K or less,15K to 25K,0 (No business),Unknown,50K to 60K
N00018027,Technical Business Solutions,Germany,Enterprise Sellers,67,Lost,3,13157,500K to 1M,5K to 15K,0 (No business),Unknown,10K to 20K
N00036514,Technical Business Solutions,France,Enterprise Sellers,16,Lost,4,26662,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00003491,Technical Business Solutions,France,Enterprise Sellers,81,Lost,4,21465,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00060899,ERP Implementation,Italy,Enterprise Sellers,11,Lost,7,5000,250K to 500K,1K or less,0 (No business),Unknown,10K or less
N00023241,ERP Implementation,Germany,Marketing,56,Lost,3,59842,100K or less,1K or less,0 (No business),Known,50K to 60K
N00058597,ERP Implementation,Sweden,Enterprise Sellers,67,Lost,2,143967,100K to 250K,1K or less,0 (No business),Unknown,More than 60K
N00010927,ERP Implementation,France,Partners,66,Lost,4,15079,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00041494,Technical Business Solutions,France,Enterprise Sellers,11,Lost,2,29044,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00006653,Technical Business Solutions,France,Partners,85,Lost,2,37813,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00076725,Technical Business Solutions,Netherlands,Enterprise Sellers,2,Lost,3,5000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00036498,ERP Implementation,Spain,Marketing,26,Lost,2,35452,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00001321,ERP Implementation,Spain,Enterprise Sellers,86,Lost,3,28323,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00011970,Technical Business Solutions,France,Partners,65,Lost,3,53083,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00062796,ERP Implementation,Netherlands,Enterprise Sellers,40,Won,4,19178,100K or less,1K or less,"50,000 - 100,000",Unknown,10K to 20K
N00075362,Technical Business Solutions,Sweden,Marketing,0,Lost,2,42073,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00012959,Technical Business Solutions,Germany,Marketing,67,Lost,2,47774,100K or less,1K to 5K,0 (No business),Known,40K to 50K
N00002168,ERP Implementation,Spain,Enterprise Sellers,24,Won,4,14920,100K or less,1K to 5K,0 (No business),Unknown,10K to 20K
N00056636,Legacy Modernization,Sweden,Enterprise Sellers,24,Lost,5,19735,100K or less,1K to 5K,0 (No business),Unknown,10K to 20K
N00013706,ERP Implementation,France,Marketing,77,Lost,2,11000,500K to 1M,1K to 5K,0 (No business),,10K to 20K
N00072517,ERP Implementation,Sweden,Marketing,29,Lost,2,57575,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00064228,ERP Implementation,Netherlands,Enterprise Sellers,13,Lost,2,24183,100K or less,1K or less,0 (No business),,20K to 30K
N00049385,ERP Implementation,United Kingdom,Marketing,65,Lost,2,43898,100K or less,1K or less,0 (No business),Known,40K to 50K
N00002452,Technical Business Solutions,Spain,Marketing,80,Lost,4,0,More than 1M,More than 25K,0 (No business),Unknown,10K or less
N00038696,ERP Implementation,Germany,Marketing,7,Lost,2,1000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00058619,ERP Implementation,Sweden,Enterprise Sellers,63,Won,7,17809,100K or less,1K or less,"0 - 25,000",Unknown,10K to 20K
N00049269,Technical Business Solutions,United Kingdom,Enterprise Sellers,56,Won,5,47731,500K to 1M,15K to 25K,"50,000 - 100,000",Unknown,40K to 50K
N00036912,ERP Implementation,France,Marketing,16,Lost,4,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00006395,ERP Implementation,Spain,Enterprise Sellers,72,Lost,3,30647,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00070722,ERP Implementation,Sweden,Marketing,27,Lost,3,51771,100K or less,1K or less,"More than 100,000",Known,50K to 60K
N00035779,ERP Implementation,Spain,Enterprise Sellers,33,Lost,4,6134,100K or less,1K or less,0 (No business),Unknown,10K or less
N00016781,Technical Business Solutions,Spain,Marketing,49,Won,4,23577,500K to 1M,15K to 25K,"More than 100,000",Known,20K to 30K
N00063692,Legacy Modernization,Netherlands,Marketing,28,Lost,3,59106,100K or less,1K or less,0 (No business),Unknown,50K to 60K
N00008770,ERP Implementation,France,Partners,87,Lost,2,100,100K or less,1K or less,0 (No business),Unknown,10K or less
N00056438,ERP Implementation,United Kingdom,Marketing,70,Lost,4,24593,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00045475,Technical Business Solutions,Germany,Marketing,3,Lost,1,0,100K or less,1K or less,"0 - 25,000",Unknown,10K or less
N00046095,Technical Business Solutions,Sweden,Enterprise Sellers,45,Lost,10,13129,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00049357,ERP Implementation,Sweden,Marketing,90,Lost,3,117867,100K or less,15K to 25K,0 (No business),Unknown,More than 60K
N00031130,ERP Implementation,Spain,Enterprise Sellers,46,Lost,2,33613,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00062829,ERP Implementation,Sweden,Marketing,21,Won,5,5697,100K or less,1K or less,0 (No business),,10K or less
N00071355,ERP Implementation,Italy,Enterprise Sellers,25,Lost,3,20233,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00076490,ERP Implementation,Italy,Marketing,5,Lost,2,47142,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00019340,Technical Business Solutions,France,Online Leads,65,Lost,2,15501,100K to 250K,5K to 15K,0 (No business),,10K to 20K
N00077423,Technical Business Solutions,Netherlands,Marketing,9,Lost,2,48642,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00044361,ERP Implementation,France,Marketing,10,Won,4,21541,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00048768,ERP Implementation,United Kingdom,Marketing,85,Lost,2,0,250K to 500K,15K to 25K,0 (No business),Unknown,10K or less
N00038904,Technical Business Solutions,France,Marketing,17,Won,4,7318,100K or less,1K or less,0 (No business),Unknown,10K or less
N00028745,ERP Implementation,Spain,Enterprise Sellers,5,Lost,7,15000,100K or less,1K or less,0 (No business),,10K to 20K
N00057189,Technical Business Solutions,Sweden,Enterprise Sellers,54,Lost,3,48155,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00046822,ERP Implementation,Italy,Enterprise Sellers,88,Lost,5,5000,100K or less,5K to 15K,0 (No business),Unknown,10K or less
N00045099,ERP Implementation,France,Enterprise Sellers,3,Lost,2,48268,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00036494,Technical Business Solutions,France,Online Leads,17,Lost,3,31133,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00022467,ERP Implementation,France,Enterprise Sellers,33,Lost,4,10212,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00013913,Technical Business Solutions,Spain,Enterprise Sellers,22,Lost,6,32157,250K to 500K,1K to 5K,0 (No business),Known,30K to 40K
N00006109,ERP Implementation,France,Marketing,91,Lost,4,9300,100K or less,1K or less,0 (No business),,10K or less
N00018755,ERP Implementation,France,Enterprise Sellers,66,Won,4,35377,More than 1M,1K or less,0 (No business),Known,30K to 40K
N00060593,ERP Implementation,Netherlands,Marketing,52,Lost,2,12089,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00015455,ERP Implementation,Spain,Enterprise Sellers,70,Lost,4,25000,100K or less,15K to 25K,0 (No business),Unknown,20K to 30K
N00075207,ERP Implementation,United Kingdom,Marketing,20,Lost,2,27944,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00074340,ERP Implementation,Italy,Enterprise Sellers,15,Lost,2,15705,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00008934,Technical Business Solutions,Spain,Marketing,86,Lost,3,48998,500K to 1M,More than 25K,0 (No business),Unknown,40K to 50K
N00031992,ERP Implementation,Spain,Marketing,26,Lost,2,44197,100K or less,1K or less,0 (No business),Known,40K to 50K
N00033025,ERP Implementation,Germany,Marketing,7,Lost,2,45609,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00028007,ERP Implementation,Germany,Marketing,37,Lost,2,60807,100K or less,1K or less,0 (No business),Known,More than 60K
N00010159,Technical Business Solutions,Spain,Enterprise Sellers,85,Won,3,15000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00019818,ERP Implementation,Spain,Marketing,63,Lost,2,47870,More than 1M,15K to 25K,0 (No business),Unknown,40K to 50K
N00049661,ERP Implementation,United Kingdom,Enterprise Sellers,83,Lost,2,1000,250K to 500K,5K to 15K,0 (No business),Unknown,10K or less
N00028702,ERP Implementation,France,Marketing,51,Won,1,25301,100K or less,1K or less,"0 - 25,000",Unknown,20K to 30K
N00038755,Technical Business Solutions,Germany,Enterprise Sellers,13,Won,2,6578,100K or less,1K or less,"0 - 25,000",Unknown,10K or less
N00075520,ERP Implementation,Italy,Enterprise Sellers,17,Lost,3,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00052071,ERP Implementation,Netherlands,Marketing,60,Lost,3,23356,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00056598,Technical Business Solutions,Netherlands,Enterprise Sellers,67,Lost,2,25000,100K or less,1K or less,0 (No business),Unknown,20K to 30K
N00021173,Technical Business Solutions,Spain,Enterprise Sellers,45,Lost,2,36684,250K to 500K,5K to 15K,0 (No business),Unknown,30K to 40K
N00075086,ERP Implementation,Sweden,Marketing,19,Lost,2,137790,100K or less,1K or less,"50,000 - 100,000",Unknown,More than 60K
N00032966,Technical Business Solutions,France,Enterprise Sellers,21,Won,4,55056,100K or less,1K or less,0 (No business),,50K to 60K
N00015365,Technical Business Solutions,Germany,Marketing,44,Won,3,7209,100K or less,More than 25K,0 (No business),,10K or less
N00040346,ERP Implementation,France,Enterprise Sellers,7,Lost,5,10000,100K or less,1K or less,0 (No business),,10K to 20K
N00068682,Technical Business Solutions,Italy,Enterprise Sellers,16,Lost,3,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00040717,ERP Implementation,Germany,Partners,19,Won,4,38427,100K or less,1K or less,0 (No business),Unknown,30K to 40K
N00058965,Technical Business Solutions,Netherlands,Marketing,64,Lost,3,5000,100K or less,1K or less,0 (No business),Unknown,10K or less
N00046847,Technical Business Solutions,Netherlands,Marketing,74,Lost,3,39463,100K or less,1K or less,0 (No business),Known,30K to 40K
N00061851,Technical Business Solutions,Italy,Enterprise Sellers,33,Lost,3,10000,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00058644,ERP Implementation,Netherlands,Enterprise Sellers,49,Lost,3,15820,100K or less,1K or less,0 (No business),Unknown,10K to 20K
N00070272,ERP Implementation,Sweden,Marketing,23,Lost,2,47241,100K or less,1K or less,0 (No business),Unknown,40K to 50K
N00013783,Legacy Modernization,Spain,Marketing,42,Lost,8,33137,500K to 1M,15K to 25K,0 (No business),Known,30K to 40K
N00013171,ERP Implementation,Spain,Marketing,70,Lost,4,40579,100K or less,1K or less,0 (No business),Unknown,40K to 50K
