,age,technology_primary,joined_through_referral,preferred_offer_types,last_visit_time,days_since_last_login,avg_time_spent,opportunity_size_usd,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,last_visit_hour
13930,10,1,0,1,2024-01-18 03:50:46,14,384.77,59033.79,113,697.62,1,1,1,3,5,0,3
13931,22,1,0,1,2024-01-18 12:22:45,5,680.52,12641.75,1297,758.47,1,0,0,1,1,0,12
13932,54,3,1,2,2024-01-18 14:38:13,13,48.18,40424.21,1282,697.62,0,1,1,2,8,0,14
13933,42,1,0,1,2024-01-18 10:20:21,17,310.28,14953.75,594,581.06,0,1,1,3,7,1,10
13934,20,1,0,1,2024-01-18 10:16:42,12,325.36,23812.44,1282,881.92,1,0,1,3,7,1,10
13935,50,1,0,1,2024-01-18 01:00:48,13,32.74,20480.99,611,783.25,0,1,0,1,1,0,1
13936,19,3,1,2,2024-01-18 07:13:08,13,61.29,26623.35,561,782.9,1,0,1,3,7,0,7
13937,23,1,1,0,2024-01-18 19:00:59,15,1311.66,21785.34,1096,779.29,0,1,1,3,7,0,19
13938,28,1,1,1,2024-01-18 15:01:32,17,119.12,4969.83,1297,708.22,0,1,0,1,6,0,15
13939,45,1,0,2,2024-01-18 19:08:40,16,343.29,47893.8,554,542.36,1,1,1,0,3,1,19
13940,41,3,0,2,2024-01-18 14:44:30,17,162.28,13860.6,597,679.14,1,0,1,3,6,1,14
13941,33,1,0,0,2024-01-18 10:44:22,22,170.82,55420.8,1282,800.37,0,1,1,4,5,0,10
13942,43,1,0,1,2024-01-18 11:07:51,15,447.48,25322.95,561,751.62,0,1,1,4,5,0,11
13943,17,1,1,0,2024-01-18 09:01:22,11,419.1,43874.83,561,659.63,1,1,1,2,1,1,9
13944,54,1,1,0,2024-01-18 15:09:17,13,842.12,52300.85,552,742.69,0,1,1,3,5,0,15
13945,36,1,1,2,2024-01-18 08:47:16,9,300.11,30645.15,554,715.31,0,1,1,3,6,1,8
13946,10,1,1,2,2024-01-18 18:24:39,14,87.38,7609.04,592,790.64,0,1,0,1,3,0,18
13947,32,1,1,0,2024-01-18 05:32:03,9,1221.79,98912.41,559,1496.39,1,0,0,1,8,0,5
13948,22,3,0,1,2024-01-18 21:30:13,19,1018.249331,9345.77,586,697.45,1,0,0,1,0,1,21
13950,33,3,0,2,2024-01-18 11:25:06,3,149.32,16259.54,1297,629.74,0,1,0,1,7,1,11
13951,49,1,1,1,2024-01-18 19:00:04,1,1963.32,12450.16,1297,625.88,0,1,1,0,0,1,19
13952,30,3,1,0,2024-01-18 19:54:31,2,75.89,60623.85,1295,469.28,0,1,1,2,5,0,19
13953,24,3,0,2,2024-01-18 11:30:09,26,40.16,31664.14,1297,586.49,0,1,1,3,3,1,11
13954,61,3,0,2,2024-01-18 10:31:19,7,172.62,2675.91,611,760.58,0,1,1,3,1,0,10
13955,26,1,1,2,2024-01-18 08:26:43,8,149.13,10052.19,556,740.85,0,1,0,1,6,0,8
13956,31,1,0,0,2024-01-18 10:43:23,12,437.04,42427.56,556,745.0,0,1,0,1,0,0,10
13957,38,3,1,1,2024-01-18 12:03:39,19,205.41,27404.35,632,703.43,1,1,1,3,7,0,12
13958,27,1,0,0,2024-01-18 08:43:21,21,226.64,8947.83,586,555.41,1,0,1,0,6,1,8
13959,63,3,0,1,2024-01-18 08:46:28,8,34.77,48486.84,589,680.61,0,1,0,1,1,1,8
13961,38,1,1,0,2024-01-18 08:22:27,14,1118.818844,25764.2,1297,681.19,1,0,0,1,0,1,8
13962,42,1,0,2,2024-01-18 08:39:44,5,745.57,18074.3,550,631.88,1,1,0,1,1,1,8
13964,14,1,1,0,2024-01-18 08:00:30,7,446.2,49346.63,1297,803.21,0,1,1,2,4,0,8
13965,23,3,1,0,2024-01-18 18:25:25,16,84.53,46169.97,597,642.0,0,1,1,2,7,1,18
13966,57,1,0,0,2024-01-18 11:10:20,23,31.86,9079.2,554,697.62,1,0,0,1,3,1,11
13967,40,1,0,1,2024-01-18 05:02:14,6,34.18,41047.69,592,606.53,1,0,1,4,3,1,5
13968,53,1,1,1,2024-01-18 06:35:50,3,125.48,2958.97,565,777.47,0,1,0,1,3,0,6
13969,49,1,0,1,2024-01-18 11:24:27,6,353.15,76279.87,919,826.62,1,1,1,0,5,0,11
13970,58,3,0,0,2024-01-18 15:32:24,6,61.46,26718.77,589,789.97,1,0,1,2,0,0,15
13971,36,3,0,1,2024-01-18 12:54:49,5,355.21,18035.59,589,644.82,1,0,1,2,7,1,12
13972,46,1,1,0,2024-01-18 02:21:12,12,89.56,6165.24,565,665.28,1,0,0,1,1,1,2
13973,50,3,0,2,2024-01-18 08:21:02,13,31.4,8315.13,554,669.58,1,0,0,1,6,0,8
13974,30,3,0,0,2024-01-18 04:36:35,18,67.08,18700.14,1297,745.74,0,1,1,2,8,0,4
13975,16,1,0,2,2024-01-18 20:30:28,11,137.78,25109.07,586,697.62,1,0,1,0,1,0,20
13976,20,1,0,2,2024-01-18 12:18:01,11,244.14,81363.01,549,1340.43,1,0,1,4,2,0,12
13977,28,3,1,2,2024-01-18 19:46:07,18,158.43,13378.78,561,557.61,1,0,1,4,1,1,19
13978,13,1,1,1,2024-01-18 21:50:07,15,32.35,51766.39,561,822.97,1,0,0,1,2,0,21
13979,33,1,0,0,2024-01-18 02:39:46,16,385.46,10257.84,586,786.38,1,0,0,1,1,0,2
13980,40,1,0,1,2024-01-18 09:33:17,2,94.08,27359.05,586,761.27,1,0,1,3,3,0,9
13981,50,1,0,1,2024-01-18 23:37:37,10,172.22,22718.69,550,716.44,1,0,0,1,6,1,23
13982,62,3,0,0,2024-01-18 14:28:10,11,111.37,31213.87,550,722.89,1,0,0,1,7,0,14
13983,17,1,0,1,2024-01-18 21:11:22,10,42.23,86326.08,549,947.59,1,0,0,1,8,0,21
13984,15,1,0,1,2024-01-18 19:58:46,14,528.11,42763.69,133,216.19,1,0,1,3,6,1,19
13985,17,1,1,2,2024-01-18 05:43:33,12,116.02,15688.95,1115,867.95,1,0,1,3,3,1,5
13986,22,1,1,1,2024-01-18 06:37:55,15,663.9,13966.15,1297,634.88,1,1,0,1,6,1,6
13987,59,1,0,0,2024-01-18 09:49:55,10,77.73,3219.47,1294,599.94,1,0,1,0,3,1,9
13988,42,1,1,2,2024-01-18 19:29:25,13,73.45,14364.61,655,637.13,1,0,1,0,0,1,19
13990,18,3,1,2,2024-01-18 02:34:49,13,733.44,38395.35,554,700.64,1,0,0,1,0,0,2
13991,56,1,1,1,2024-01-18 22:30:40,18,43.49,45325.79,594,676.73,0,1,1,4,6,1,22
13992,12,1,0,0,2024-01-18 23:35:52,10,194.51,66983.0,559,721.36,0,1,0,1,5,0,23
13993,18,3,1,1,2024-01-18 02:52:12,7,1792.08,30354.41,1295,659.46,0,1,0,1,6,0,2
13994,54,3,1,2,2024-01-18 15:33:20,23,511.23,5632.02,592,602.9,1,0,0,1,3,1,15
13995,31,3,0,2,2024-01-18 14:15:56,19,114.61,31620.84,558,604.84,0,1,0,1,7,1,14
13996,59,3,0,0,2024-01-18 22:12:52,8,119.45,35738.11,1294,371.38,1,0,1,2,0,1,22
13998,55,1,1,1,2024-01-18 21:08:00,14,54.05,23312.47,632,768.78,0,1,1,0,6,0,21
14000,48,1,0,1,2024-01-18 05:37:37,16,262.94,32219.23,1295,702.79,1,0,0,1,0,1,5
14002,25,3,0,0,2024-01-18 19:02:48,11,479.59,42008.06,556,697.62,0,1,0,1,1,1,19
14003,34,1,0,1,2024-01-18 09:17:26,19,279.86,14328.91,611,705.32,1,0,1,2,6,0,9
14004,45,1,0,1,2024-01-18 01:13:54,5,188.67,8312.7,565,697.62,0,1,1,2,1,0,1
14005,19,3,0,2,2024-01-18 13:22:07,18,32.32,4683.1,558,697.62,0,1,0,1,1,1,13
14006,46,1,0,1,2024-01-18 10:21:46,10,254.36,6032.49,1291,645.63,1,0,0,1,1,1,10
14007,34,1,1,2,2024-01-18 07:17:23,23,32.49,1320.62,550,691.17,1,0,0,1,3,1,7
14008,10,1,0,1,2024-01-18 01:48:02,19,354.97,21408.22,1291,599.28,1,0,0,1,1,1,1
14009,63,3,1,0,2024-01-18 09:06:19,4,259.44,10370.82,565,733.95,0,1,1,4,6,0,9
14010,10,1,0,1,2024-01-18 16:25:08,19,75.91,28740.85,594,697.62,1,0,1,3,3,1,16
14011,19,1,0,1,2024-01-18 20:26:08,11,298.57,23423.81,592,720.71,0,1,1,0,7,0,20
14012,15,3,0,0,2024-01-18 01:29:14,5,382.01,33532.47,550,668.76,0,1,1,0,6,1,1
14013,19,3,0,2,2024-01-18 20:06:21,8,44.97,12574.73,586,716.17,1,0,0,1,6,0,20
14014,40,1,0,2,2024-01-18 14:51:17,18,48.14,50140.3,556,738.71,0,1,1,2,4,0,14
14015,64,1,0,0,2024-01-18 03:19:28,11,208.56,14143.97,558,617.57,1,1,0,1,3,1,3
14016,57,3,0,1,2024-01-18 11:15:35,21,306.61,39484.02,558,697.62,0,1,0,1,7,1,11
14017,17,3,1,0,2024-01-18 22:43:19,12,168.6,44205.69,611,629.97,0,1,1,3,7,1,22
14018,60,1,0,0,2024-01-18 23:37:54,14,59.79,84770.57,567,725.5,0,1,0,1,5,0,23
14019,35,1,0,1,2024-01-18 08:11:00,23,30.06,72130.03,558,704.02,1,0,1,4,8,0,8
14020,50,3,1,2,2024-01-18 14:36:32,12,98.73,37705.1,1297,523.8,0,1,0,1,7,0,14
14021,27,1,0,1,2024-01-18 20:45:53,8,208.49,61074.17,559,709.51,1,1,0,1,2,0,20
14022,46,1,1,1,2024-01-18 17:48:09,14,66.76,45475.31,565,344.22,1,0,0,1,6,0,17
14023,60,3,0,0,2024-01-18 07:31:04,13,568.84,47924.46,558,513.43,1,1,0,1,3,1,7
14024,59,3,1,2,2024-01-18 10:18:07,17,30.53,48599.05,564,686.97,0,1,0,1,1,1,10
14025,51,3,1,2,2024-01-18 20:36:01,15,107.07,1450.76,633,643.68,0,1,0,1,3,1,20
14026,39,3,0,0,2024-01-18 19:48:36,13,1159.824992,1925.78,559,697.62,0,1,1,2,6,1,19
14027,10,1,1,0,2024-01-18 11:29:46,16,615.12,22809.79,594,1028.35,1,1,1,2,1,0,11
14028,13,3,0,2,2024-01-18 06:50:35,5,199.33,16208.74,1282,697.62,1,0,1,2,0,1,6
14029,22,3,0,1,2024-01-18 21:45:55,18,46.79,2932.56,558,748.78,1,0,0,1,0,0,21
14030,10,1,1,1,2024-01-18 04:39:49,15,869.9827092,29733.41,1282,1216.18,1,0,0,1,7,0,4
14031,16,1,1,0,2024-01-18 23:59:48,10,30.13,43738.37,1297,697.62,0,1,0,1,7,1,23
14032,39,3,0,2,2024-01-18 13:38:27,14,33.34,16748.06,592,787.16,0,1,1,3,1,0,13
14033,34,1,0,2,2024-01-18 18:16:25,21,30.45,26820.33,594,762.99,0,1,1,3,0,0,18
14034,35,1,0,2,2024-01-18 02:42:41,18,226.31,41862.35,556,648.59,0,1,0,1,0,1,2
14036,20,1,1,2,2024-01-18 20:19:48,13,500.57,24735.51,1297,654.93,1,1,1,0,6,1,20
14037,25,1,0,0,2024-01-18 10:46:16,21,295.42,45480.07,550,528.85,1,0,1,4,1,1,10
14038,54,1,0,2,2024-01-18 03:54:38,18,33.95,3404.49,554,697.62,0,1,1,2,1,0,3
14039,17,1,0,0,2024-01-18 10:05:47,3,34.66,82252.13,567,697.62,0,1,1,4,2,0,10
14040,18,1,0,1,2024-01-18 16:51:04,22,402.81,43135.47,552,694.64,0,1,0,1,7,1,16
14041,60,1,0,1,2024-01-18 04:35:10,3,246.49,35367.83,1297,766.65,1,0,1,3,5,0,4
14042,18,3,0,1,2024-01-18 03:41:40,11,44.16,65141.17,550,826.83,1,0,1,4,2,0,3
14043,36,1,1,0,2024-01-18 02:32:58,17,39.56,7896.54,1297,727.81,1,0,1,3,3,0,2
14044,26,1,1,2,2024-01-18 20:49:57,8,34.08,19597.49,274,609.96,0,1,0,1,1,1,20
14045,45,1,1,1,2024-01-18 17:54:45,5,145.87,63853.49,1297,732.72,1,0,0,1,2,0,17
14046,39,3,0,0,2024-01-18 21:34:25,14,93.54,35324.64,1294,748.98,0,1,1,3,7,0,21
14047,57,1,0,1,2024-01-18 07:30:16,19,269.56,33578.75,919,1272.21,0,1,0,1,2,0,7
14048,14,1,1,1,2024-01-18 19:30:13,2,251.99,43346.65,556,752.61,1,0,0,1,0,0,19
14049,62,1,1,1,2024-01-18 20:13:52,11,462.94,5057.71,1297,769.56,0,1,1,3,1,0,20
14050,54,3,0,0,2024-01-18 16:53:31,18,1392.926556,18363.65,603,672.85,0,1,0,1,7,1,16
14051,59,3,1,1,2024-01-18 19:23:30,5,65.56,35696.34,565,631.93,1,0,1,4,1,1,19
14052,59,1,1,0,2024-01-18 17:11:53,4,826.42,3042.53,549,817.09,0,1,0,1,2,0,17
14053,18,3,1,2,2024-01-18 08:02:05,7,31.95,37858.63,619,502.45,0,1,0,1,6,1,8
14054,31,3,0,1,2024-01-18 05:19:51,19,459.2,45899.51,586,221.48,0,1,0,1,6,0,5
14055,55,1,0,2,2024-01-18 13:27:32,13,47.46,49294.87,611,663.83,1,0,1,4,6,1,13
14056,53,3,1,2,2024-01-18 17:46:31,7,517.06,39266.25,564,753.66,0,1,0,1,3,0,17
14057,28,3,1,2,2024-01-18 13:58:19,22,184.76,28310.36,1295,1019.41,1,0,0,1,7,0,13
14058,22,1,1,2,2024-01-18 10:45:19,20,37.42,28125.48,554,613.04,1,0,0,1,1,1,10
14059,14,1,0,2,2024-01-18 00:48:58,8,51.65,18152.31,591,624.6,1,0,1,0,6,1,0
14060,47,3,1,2,2024-01-18 07:44:40,18,34.84,31928.3,564,697.62,0,1,1,0,0,1,7
14061,36,3,0,1,2024-01-18 17:53:05,11,149.82,18266.19,632,799.64,1,0,0,1,7,0,17
14063,33,3,0,2,2024-01-18 11:15:04,16,191.41,45235.23,1297,684.89,1,0,0,1,3,1,11
14064,63,3,0,2,2024-01-18 08:25:22,13,86.8,33963.48,1297,515.17,1,0,0,1,3,1,8
14065,27,1,0,0,2024-01-18 13:19:51,18,341.98,26105.5,586,532.33,1,1,0,1,0,1,13
14066,17,3,0,1,2024-01-18 22:05:23,10,121.88,40290.97,611,574.99,1,0,1,0,7,1,22
14067,57,1,0,0,2024-01-18 05:25:08,9,345.61,37419.11,597,677.04,0,1,1,0,7,1,5
14068,24,1,1,1,2024-01-18 11:46:43,20,271.93,25232.61,594,1066.74,0,1,0,1,6,1,11
14069,59,1,1,1,2024-01-18 14:28:31,7,31.66,11580.89,558,760.39,1,0,1,2,1,0,14
14070,16,3,0,2,2024-01-18 09:10:19,10,209.64,39775.67,1282,697.62,1,1,1,4,6,0,9
14071,46,1,0,0,2024-01-18 19:08:46,11,423.63,91627.28,919,697.62,0,1,1,4,2,0,19
14072,28,3,1,2,2024-01-18 03:21:26,24,124.71,15929.16,1282,759.91,1,0,0,1,0,0,3
14073,31,1,1,1,2024-01-18 22:21:37,11,441.27,30930.16,592,697.62,1,0,0,1,0,1,22
14074,32,3,0,0,2024-01-18 11:07:36,6,105.0,6938.54,591,624.68,1,0,0,1,6,1,11
14075,11,1,1,0,2024-01-18 02:25:24,5,82.31,29041.17,597,687.52,1,0,1,3,0,1,2
14076,22,1,0,2,2024-01-18 21:04:57,18,93.99,29934.46,1282,632.13,0,1,1,4,1,1,21
14077,50,1,1,2,2024-01-18 05:29:58,17,513.28,34303.4,564,654.34,0,1,1,2,3,1,5
14078,32,1,1,2,2024-01-18 12:11:41,13,139.9,25119.69,603,682.45,0,1,0,1,0,1,12
14079,10,3,1,0,2024-01-18 15:52:05,15,749.97,35439.04,586,895.34,1,1,1,0,1,1,15
14080,17,1,0,0,2024-01-18 00:29:46,11,435.04,37787.99,611,682.84,1,0,0,1,0,1,0
14083,10,3,0,0,2024-01-18 00:57:01,9,44.34,29648.96,1297,584.73,0,1,1,2,8,0,0
14084,57,1,0,1,2024-01-18 00:30:23,13,414.66,944.19,1176,697.62,0,1,0,1,0,1,0
14085,14,1,0,0,2024-01-18 03:59:08,9,191.26,67643.14,1297,718.32,1,0,1,3,5,0,3
14086,47,1,1,2,2024-01-18 08:41:40,21,79.5,51964.64,919,778.61,1,0,0,1,2,0,8
14087,16,1,0,1,2024-01-18 10:54:13,23,32.78,15936.68,1291,563.67,0,1,1,2,7,1,10
14088,10,1,0,1,2024-01-18 11:56:23,22,90.83,30788.28,552,701.66,1,0,0,1,0,0,11
14089,37,1,1,1,2024-01-18 12:24:50,12,500.49,43131.73,592,894.3,1,0,0,1,7,1,12
14090,11,1,1,2,2024-01-18 16:23:20,13,169.14,46397.59,549,788.55,1,0,1,3,3,0,16
14091,31,3,0,0,2024-01-18 09:24:07,15,239.41,22250.97,556,765.02,1,0,1,2,0,0,9
14092,48,3,0,1,2024-01-18 19:19:16,14,390.9,36626.5,549,785.68,0,1,0,1,5,0,19
14093,12,1,0,2,2024-01-18 00:20:24,13,212.21,22791.32,559,528.17,1,0,1,3,0,1,0
14094,11,3,0,2,2024-01-18 15:03:26,18,332.17,17275.78,603,620.09,0,1,0,1,6,1,15
14095,16,1,1,1,2024-01-18 23:33:52,14,199.24,4262.37,561,529.33,1,0,0,1,3,1,23
14097,56,1,0,0,2024-01-18 22:54:12,17,182.26,24873.64,592,614.19,0,1,1,2,7,1,22
14099,19,1,1,1,2024-01-18 21:12:00,10,186.46,4528.62,1176,696.74,0,1,0,1,6,1,21
14100,61,3,1,0,2024-01-18 09:00:41,11,54.23,4724.74,558,601.76,1,0,0,1,6,1,9
14101,24,3,0,1,2024-01-18 10:50:37,12,33.08,25825.62,1297,571.55,0,1,0,1,0,1,10
14102,26,3,0,1,2024-01-18 12:47:05,18,359.96,30630.72,632,595.35,1,1,0,1,1,1,12
14103,10,1,0,2,2024-01-18 20:18:23,14,418.01,19285.16,591,701.61,1,0,1,0,6,1,20
14104,35,1,0,1,2024-01-18 09:30:08,23,66.49,40583.15,597,675.53,0,1,0,1,3,1,9
14106,10,1,0,0,2024-01-18 09:51:49,8,257.06,17241.89,1176,733.24,0,1,1,2,3,0,9
14107,33,3,0,2,2024-01-18 08:52:12,14,89.44,22155.43,1282,503.41,0,1,0,1,6,1,8
14108,12,1,0,1,2024-01-18 19:54:18,13,88.14,6636.98,1297,130.53,0,1,1,4,0,1,19
14109,47,3,0,0,2024-01-18 21:37:41,18,135.96,3424.51,1282,654.56,1,0,1,4,0,1,21
14110,64,3,0,1,2024-01-18 01:00:41,12,213.46,30707.98,67,596.34,1,0,0,1,1,1,1
14111,10,1,1,2,2024-01-18 02:31:44,16,32.35,8296.91,1295,557.37,1,0,0,1,0,1,2
14112,27,1,0,0,2024-01-18 18:15:06,15,32.31,11022.62,565,702.14,1,0,1,3,3,0,18
14113,31,1,1,1,2024-01-18 10:53:01,13,188.49,8948.77,597,606.41,0,1,0,1,1,1,10
14114,39,1,1,1,2024-01-18 08:23:49,14,95.84,40967.46,558,697.62,1,0,0,1,4,0,8
14116,13,1,0,1,2024-01-18 05:48:05,4,461.25,33280.17,559,663.83,1,0,1,3,3,1,5
14117,29,1,0,0,2024-01-18 09:59:40,11,347.95,4777.76,619,768.68,0,1,1,3,0,0,9
14118,61,1,0,2,2024-01-18 07:51:30,23,458.47,28606.97,591,408.42,1,1,0,1,6,0,7
14119,19,1,0,1,2024-01-18 14:48:08,12,398.31,69258.3,1297,706.21,1,1,0,1,8,0,14
14120,50,3,0,0,2024-01-18 20:05:45,10,167.54,37785.3,589,1187.92,0,1,0,1,1,1,20
14121,48,3,1,2,2024-01-18 07:19:41,17,403.63,8561.59,589,793.63,1,1,0,1,7,0,7
14122,24,1,0,1,2024-01-18 01:22:24,9,183.7,32267.49,1295,515.2,1,0,0,1,6,1,1
14123,54,3,0,1,2024-01-18 14:00:18,10,162.51,87649.54,558,825.87,0,1,1,4,2,0,14
14124,38,1,1,0,2024-01-18 08:33:45,15,272.31,35418.71,586,611.9,0,1,0,1,6,1,8
14125,60,1,0,0,2024-01-18 00:00:00,7,103.35,8706.19,554,759.37,0,1,1,0,5,0,0
14126,13,1,1,0,2024-01-18 22:40:45,15,229.34,24121.73,565,560.76,1,0,1,2,3,1,22
14127,24,1,0,1,2024-01-18 10:43:11,8,470.2,28220.81,1294,697.62,0,1,1,2,6,0,10
14128,50,1,0,1,2024-01-18 05:18:04,15,225.11,40410.41,559,718.49,0,1,0,1,0,1,5
14129,49,1,0,2,2024-01-18 03:46:43,14,185.17,13695.43,632,605.98,1,0,1,3,3,1,3
14131,46,1,1,0,2024-01-18 15:13:38,20,1024.315422,12931.05,556,953.33,0,1,0,1,0,1,15
14132,14,3,1,2,2024-01-18 11:24:29,6,31.42,24446.05,1294,697.62,1,0,0,1,3,1,11
14133,62,3,0,1,2024-01-18 14:51:25,19,46.29,32096.07,564,697.62,1,0,0,1,6,1,14
14134,63,1,0,1,2024-01-18 20:34:54,9,215.67,4371.84,561,692.91,0,1,1,4,0,1,20
14135,27,1,0,2,2024-01-18 17:40:46,15,102.48,34411.84,1297,708.18,0,1,0,1,7,0,17
14136,21,3,0,0,2024-01-18 20:14:54,19,107.07,33268.02,552,622.73,1,0,1,4,1,1,20
14137,12,1,1,2,2024-01-18 12:27:58,6,96.1,42777.85,632,778.18,0,1,1,3,0,0,12
14138,31,3,0,2,2024-01-18 03:55:53,21,56.01,40850.12,597,768.18,0,1,1,0,1,0,3
14139,55,1,0,0,2024-01-18 06:13:03,8,31.28,8636.86,603,698.58,1,0,1,2,3,1,6
14140,12,1,1,0,2024-01-18 00:17:58,22,1109.506838,47273.19,550,512.52,1,0,0,1,6,0,0
14141,63,3,0,1,2024-01-18 01:40:23,4,90.05,13440.27,589,749.87,1,0,1,3,3,0,1
14143,60,1,0,2,2024-01-18 19:58:19,15,312.52,36047.57,554,506.71,1,0,1,2,7,1,19
14144,47,3,0,2,2024-01-18 08:21:07,2,303.6,3652.69,561,772.35,1,1,1,2,6,0,8
14145,26,1,1,1,2024-01-18 02:31:20,11,32.03,10855.98,554,706.53,0,1,1,2,7,1,2
14146,59,1,0,0,2024-01-18 12:52:06,7,108.94,17765.25,565,800.45,1,0,0,1,4,0,12
14147,56,3,0,1,2024-01-18 05:13:35,15,267.23,25708.74,554,756.94,1,0,0,1,0,0,5
14149,36,1,1,2,2024-01-18 11:36:14,3,668.64,49977.71,564,636.54,0,1,0,1,7,1,11
14150,63,3,1,1,2024-01-18 13:45:35,16,376.89,24078.36,554,792.88,1,0,1,0,7,0,13
14152,63,1,1,2,2024-01-18 20:48:44,22,117.32,24070.97,1291,359.74,0,1,1,3,3,1,20
14153,29,1,0,1,2024-01-18 07:12:43,7,182.32,39724.57,564,542.24,0,1,1,2,1,1,7
14154,56,1,1,0,2024-01-18 14:29:54,9,619.57,21781.38,1297,766.79,1,0,1,3,3,0,14
14155,32,1,1,2,2024-01-18 01:10:49,9,30.74,25761.3,592,653.72,1,0,1,4,1,1,1
14156,31,3,1,0,2024-01-18 19:28:13,22,1346.497329,24217.17,594,708.39,1,0,1,4,7,0,19
14157,61,3,0,0,2024-01-18 07:03:29,21,37.85,32903.03,591,639.92,1,0,1,2,3,1,7
14158,38,3,0,1,2024-01-18 00:09:34,15,114.02,31580.57,559,615.48,1,0,0,1,6,1,0
14159,52,1,0,1,2024-01-18 08:12:16,18,32.24,11408.61,1282,1054.88,1,0,0,1,8,0,8
14161,44,3,0,0,2024-01-18 22:49:24,19,132.4,15134.27,559,541.99,1,0,1,4,7,1,22
14162,39,3,1,0,2024-01-18 23:40:41,17,975.4215182,47086.18,558,796.47,0,1,1,3,0,0,23
14163,36,1,1,0,2024-01-18 09:13:01,12,145.05,19732.89,1297,509.06,1,0,0,1,0,0,9
14164,31,3,1,1,2024-01-18 13:54:40,16,38.27,1778.37,597,516.05,0,1,0,1,3,1,13
14165,30,3,1,1,2024-01-18 01:17:05,18,529.46,44939.59,1291,710.74,1,0,0,1,0,1,1
14166,14,3,0,1,2024-01-18 16:08:03,12,31.56,24468.6,619,661.99,1,0,1,0,0,1,16
14167,11,1,1,0,2024-01-18 18:03:34,9,761.61,7710.78,1295,697.62,1,1,0,1,7,1,18
14168,46,3,1,1,2024-01-18 01:32:07,18,280.45,48254.83,559,751.52,0,1,0,1,3,0,1
14169,64,1,0,0,2024-01-18 15:00:23,11,318.82,22451.03,556,805.27,0,1,1,0,2,0,15
14171,23,1,0,2,2024-01-18 22:21:29,2,330.05,47684.82,1291,621.08,0,1,0,1,3,1,22
14174,45,3,0,0,2024-01-18 03:37:14,15,274.69,2806.87,1176,697.62,1,0,0,1,3,0,3
14175,39,3,0,2,2024-01-18 14:12:59,7,206.28,28951.53,436,1153.89,1,1,1,0,0,0,14
14176,14,1,0,1,2024-01-18 14:30:28,10,288.63,98669.9,565,821.57,1,0,1,3,4,0,14
14177,29,1,0,2,2024-01-18 08:31:41,14,47.85,24749.76,554,727.47,0,1,1,4,3,0,8
14178,58,1,0,0,2024-01-18 10:37:26,5,462.4,1308.83,1294,728.72,0,1,0,1,7,0,10
14179,60,1,0,1,2024-01-18 10:40:37,11,127.84,3678.49,589,661.43,0,1,0,1,7,1,10
14180,14,1,1,0,2024-01-18 13:03:04,8,648.55,1342.33,552,675.87,1,1,0,1,7,1,13
14181,32,1,0,2,2024-01-18 22:35:45,16,252.18,27607.63,556,949.46,0,1,0,1,6,1,22
14182,25,1,1,1,2024-01-18 05:34:30,12,119.64,91653.19,556,735.7,1,0,1,3,5,0,5
14183,11,3,1,1,2024-01-18 09:49:01,11,155.12,48976.98,603,735.78,1,0,0,1,3,0,9
14185,13,1,0,2,2024-01-18 11:04:59,6,152.05,5019.87,550,740.52,0,1,0,1,0,0,11
14186,23,1,0,2,2024-01-18 08:56:02,1,310.36,6970.8,589,702.95,1,1,1,3,7,1,8
14187,39,3,1,2,2024-01-18 07:38:08,14,1437.43,27919.09,594,788.71,0,1,0,1,3,0,7
14188,14,1,0,2,2024-01-18 18:16:25,19,34.32,8793.25,1297,706.5,0,1,0,1,5,0,18
14189,55,3,0,0,2024-01-18 14:59:39,9,33.46,7982.55,591,646.82,0,1,1,2,1,1,14
14190,24,1,0,0,2024-01-18 01:56:58,7,241.05,13828.7,559,690.21,1,0,0,1,3,1,1
14191,52,1,0,2,2024-01-18 07:04:44,17,283.3,8101.0,603,698.44,0,1,0,1,0,1,7
14192,35,3,1,1,2024-01-18 07:18:52,17,52.72,1237.2,611,1167.33,0,1,0,1,3,1,7
14193,56,3,1,2,2024-01-18 08:48:39,7,51.29,31845.35,603,725.86,0,1,1,4,1,0,8
14194,53,3,1,1,2024-01-18 01:57:50,11,274.48,17021.66,565,682.83,1,1,0,1,3,1,1
14195,60,3,1,1,2024-01-18 01:00:20,13,624.4,35907.71,565,736.78,0,1,0,1,0,0,1
14196,48,3,1,1,2024-01-18 12:46:07,22,30.13,46447.42,589,630.66,0,1,1,0,1,1,12
14197,59,3,1,2,2024-01-18 04:38:41,19,34.31,15956.13,550,697.85,0,1,0,1,0,1,4
14198,44,1,0,1,2024-01-18 12:26:22,17,319.89,37033.15,1176,525.53,1,0,1,0,7,1,12
14199,47,1,1,0,2024-01-18 03:14:49,17,401.32,45945.2,586,700.71,1,0,1,4,1,0,3
14200,34,1,0,1,2024-01-18 02:39:51,22,372.9,53181.63,558,715.61,0,1,1,3,8,0,2
14201,52,1,0,0,2024-01-18 13:33:19,9,184.35,12233.6,589,623.9,1,0,1,3,0,1,13
14203,29,1,0,1,2024-01-18 01:43:31,16,62.08,21078.6,552,791.13,0,1,0,1,6,0,1
14206,25,1,0,1,2024-01-18 21:06:36,14,259.61,3764.96,589,708.48,0,1,1,2,1,0,21
